id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
16531782,https://www.airbnb.com/rooms/16531782,20240506232017,2024-05-06,city scrape,On a little park in Albany pine hills. (Blue),,,https://a0.muscache.com/pictures/hosting/Hosting-16531782/original/a61ad290-632b-40ad-84fd-65e0652be365.jpeg,5691268,https://www.airbnb.com/users/show/5691268,Elizabeth,2013-03-30,"Albany, NY",I'm Irish living in Albany NY.  I have 3 grown up kids.  I have 2 chihuauas    I am visiting Toronto to meet my sister and nephew who are visiting from Ireland.  Don't smoke or drink just love my dogs!,within a few hours,100%,89%,t,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d34e69f3-8c6e-48e7-b3f5-c2d42939675a.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.66075,-73.80605,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Luggage dropoff allowed"", ""Heating"", ""Hangers"", ""Free parking on premises"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Outdoor furniture"", ""Long term stays allowed"", ""HDTV"", ""Essentials"", ""Refrigerator"", ""Single level home"", ""Window AC unit"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Private entrance"", ""Coffee maker"", ""Patio or balcony""]",$70.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,13,27,35,294,2024-05-06,381,131,12,2020-05-28,2024-05-01,4.76,4.84,4.64,4.85,4.76,4.91,4.84,,f,2,2,0,0,7.94
17238066,https://www.airbnb.com/rooms/17238066,20240506232017,2024-05-06,city scrape,"$53($25 foreign student)Twin, noa/cno Smoke freeBF","IF YOUR PRIORITY IS GOOD NEIGHBORHOOD AND FANCY CLEAN HOUSE”DO NOT PRFER US”<br />IF YOUR PRIORITY IS “””SAFETY PLACE,GREEN LIFE AND ORGANIC NUTRITION””” YOU PREFER US<br />Important notice<br />We updated our cleaning protocol duo to COVID-19 pandemic.<br /><br />This room is not 5 stars hotel room.<br /> Before booking,read carefully about room description.<br />Breakfast free,Wi Fi high speed internet<br />We don't use chemical cleaning stuff.We use Vinegar,baking powder,biological pesticides .",Quite moderate and safe neighborhood,https://a0.muscache.com/pictures/4c939df7-1935-4423-89c8-b32f10ec48ed.jpg,61700428,https://www.airbnb.com/users/show/61700428,Adam,2016-03-05,"Albany, NY","Guest's satisfaction and happiness is much more important than money!
顾客的满意远比赚钱重要!我的初衷是帮助更多的人､服务更多的人~
We provide emotional comfort more than physically comfortable
我们提供的情感舒适度超过身体舒适度.",within an hour,100%,90%,f,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcc2b09f-611c-457c-828b-43336a05dfae.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,FIFTH WARD,,42.67614,-73.78169,Private room in home,Private room,1,1.5,1.5 shared baths,0,0,"[""Heating"", ""Clothing storage: closet"", ""Hangers"", ""Bed linens"", ""Dishes and silverware"", ""Books and reading material"", ""Wifi"", ""Safe"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Free street parking"", ""Host greets you"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Oven"", ""Long term stays allowed"", ""Cooking basics"", ""Breakfast"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In building"", ""Free washer \u2013 In building"", ""Coffee maker""]",$53.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,29,59,89,364,2024-05-06,131,3,0,2017-04-23,2024-03-26,4.92,4.91,4.53,4.96,4.96,4.67,4.94,,f,2,0,2,0,1.53
17514620,https://www.airbnb.com/rooms/17514620,20240506232017,2024-05-06,city scrape,Cozy Modern Room Perfect Location Albany,"Convenience and comfort is what you will find. Private bedroom offered in single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife.<br />Full kitchen available with comfortable living room and full bathroom.<br />Hosted multiple medical professionals, students, state interns, and more!<br /><br />House is a 4 bedroom 1 bath home.",,https://a0.muscache.com/pictures/689d28bd-fc6e-4512-ad8d-520b3030c238.jpg,36438637,https://www.airbnb.com/users/show/36438637,Chad,2015-06-22,"Albany, NY","",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,,15,15,"['email', 'phone']",t,t,,TENTH WARD,,42.6584,-73.78309,Private room in home,Private room,1,1.0,1 shared bath,1,1,"[""Luggage dropoff allowed"", ""Clothing storage: closet"", ""Freezer"", ""Hangers"", ""Backyard"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""First aid kit"", ""Free street parking"", ""Fire extinguisher"", ""Dishwasher"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Toaster"", ""TV with standard cable"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Oven"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Baking sheet"", ""Stove"", ""Free driveway parking on premises"", ""Keypad"", ""Window AC unit"", ""Blender"", ""Carbon monoxide alarm"", ""Dining table"", ""Lock on bedroom door"", ""Cleaning products"", ""Shared patio or balcony""]",$45.00,18,1125,18,18,1125,1125,18.0,1125.0,,t,3,33,63,338,2024-05-06,54,7,1,2017-03-15,2024-04-07,4.74,4.7,4.56,4.93,4.94,4.76,4.65,,t,4,0,4,0,0.62
18341426,https://www.airbnb.com/rooms/18341426,20240506232017,2024-05-06,city scrape,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner. <br /><br /> It features  a driveway with covered parking, a nice outdoor area with seating, lounging and a weber 3 burner propane grill.   The home has central air and a 5 person Clearlight Premier IS-5 infrared cedar sauna by Jacuzzi. <br /><br />My place is close to University of Albany, tennis, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture.","The super convenient area: <br /><br />On the South side of Western we have in order from East to West:<br />V Salon, All Saints Catholic Church, CVS, Dragon City Restaurant, Torino Pizza & Pasta, Mani de Leo Hair Salon, Fiorello Bakery & Deli, Courtney's Salon, DC's Pizza, Maggie's Sports Bar & Cafe, Roman Jewels, Pixie Hair Salon, Barcelona Restaurant-Wine Bar, KeyBank, CityLine Bar and Grill, Escape Smoke Shop, Best Western Hotel, Casa Real Mexican Restaurant, Days Inn, Dunkin Donuts, Across the Street Pub and Restaurant, Starbucks.<br /><br />On the North side of Western we have in order from East to West:<br />Sunoco Gas, University Plaza (Rite Aid, PizzaHut, DiBella's Subs, Boston Market, Wine & Liquor, Uncommon Grounds Coffee & Bagels, Pet Supplies Plus, Subway, Mobile Gas, Mobile Mart), University of Albany, Miami Sun Tanning.<br /><br />Best Western Hotel and a Days Inn are less than a 10 min walk from the house so any additional guests that wouldn't fit in the house or that w",https://a0.muscache.com/pictures/95aa6d3d-5611-4c75-989e-774206f18c57.jpg,4259750,https://www.airbnb.com/users/show/4259750,Peter,2012-11-27,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/53eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,Pine Hills,9,14,"['email', 'phone']",t,t,Neighborhood highlights,FIFTEENTH WARD,,42.67637,-73.82395,Entire home,Entire home/apt,6,1.0,1 bath,2,3,"[""Luggage dropoff allowed"", ""Exercise equipment: free weights, yoga mat"", ""Heating"", ""Freezer"", ""Free carport on premises \u2013 3 spaces"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Rice maker"", ""Private patio or balcony"", ""Baby bath"", ""Iron"", ""Children\u2019s books and toys"", ""Wifi"", ""Safe"", ""Mini fridge"", ""Private gym in building"", ""Shampoo"", ""Portable fans"", ""Fire extinguisher"", ""First aid kit"", ""Organic body soap"", ""Dishwasher"", ""Free street parking"", ""Bose sound system"", ""Board games"", ""Coffee maker"", ""Babysitter recommendations"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Game console"", ""Toaster"", ""Drying rack for clothing"", ""High chair"", ""Outlet covers"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Oven"", ""Outdoor furniture"", ""Cooking basics"", ""Central air conditioning"", ""BBQ grill: gas"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Barbecue utensils"", ""Wine glasses"", ""Refrigerator"", ""Private backyard \u2013 Not fully fenced"", ""Baking sheet"", ""Stove"", ""Laundromat nearby"", ""Ceiling fan"", ""Baby safety gates"", ""Hot water kettle"", ""Keypad"", ""Outdoor dining area"", ""Single level home"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Organic conditioner"", ""Blender"", ""Ethernet connection"", ""Private sauna"", ""Garden view"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Room-darkening shades"", ""Dining table"", ""Table corner guards"", ""Private entrance"", ""65 inch HDTV with Netflix, premium cable, Hulu, Roku, Amazon Prime Video"", ""Cleaning products"", ""Shower gel""]",$306.00,1,1125,2,3,1125,1125,2.3,1125.0,,t,30,60,90,365,2024-05-06,57,0,0,2018-03-12,2022-06-26,4.98,4.93,5.0,4.98,5.0,4.96,4.79,,f,9,9,0,0,0.76
19527043,https://www.airbnb.com/rooms/19527043,20240506232017,2024-05-06,city scrape,Charming 1 Bedroom in a Historic Residential Home,"Urban Oasis!  2nd Floor master bedroom in residential home.  Queen sized bed. Private bath. Mini-refrigerator, microwave and sitting area in room. Shared entrance but access to full kitchen, bath, bedroom, laundry and parking. Walking distance to Albany Med, Albany Pharmacy, Albany Law School, College of St. Rose and Sage College.  On Main bus line.  10 minute drive from downtown","A 2 minute walk to Albany Med, Albany Pharmacy, Albany Law and Sage College. Walking distance to many restaurants and bars.",https://a0.muscache.com/pictures/2861bf31-7118-4e73-8b01-7322844191c3.jpg,15223767,https://www.airbnb.com/users/show/15223767,Ed,2014-05-07,"Albany, NY","",within a few hours,100%,95%,t,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87babb57-4dfb-4efd-a995-c781347c9d04.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,f,Neighborhood highlights,NINTH WARD,,42.65312,-73.78161,Private room in rental unit,Private room,2,1.0,1 shared bath,1,1,"[""Heating"", ""Hangers"", ""Free parking on premises"", ""Dishes and silverware"", ""Air conditioning"", ""Iron"", ""Wifi"", ""Shampoo"", ""Free street parking"", ""Fire extinguisher"", ""Dishwasher"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Washer"", ""Smoke alarm"", ""Oven"", ""TV"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Private living room"", ""Keypad"", ""Dryer"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Coffee maker"", ""Patio or balcony""]",$70.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,22,52,82,262,2024-05-06,71,12,0,2018-10-17,2023-10-22,4.96,4.97,4.93,4.97,4.94,4.94,4.93,,f,3,0,3,0,1.05
19571496,https://www.airbnb.com/rooms/19571496,20240506232017,2024-05-06,city scrape,Modern Studio Perfect Location Albany,"Spacious private floor in uptown Albany. <br />Enjoy your own living room that was recently renovated and furnished.<br /><br />Single family home with driveway close to Albany Med, St. Peter’s, St. Rose, U Albany, CDTA public transport, restaurants, downtown, and nightlife.",BBQ restaurant directly across the street.<br />Corner convenience market next to BBQ spot.,https://a0.muscache.com/pictures/26868297-fdab-48c1-8bba-4eb7ba6a4bb3.jpg,36438637,https://www.airbnb.com/users/show/36438637,Chad,2015-06-22,"Albany, NY","",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3382f39-e130-4af4-b2b6-b755d0a79db8.jpg?aki_policy=profile_x_medium,,15,15,"['email', 'phone']",t,t,Neighborhood highlights,TENTH WARD,,42.6585,-73.78414,Private room in home,Private room,2,1.0,1 shared bath,2,1,"[""Clothing storage: dresser"", ""Freezer"", ""Portable air conditioning"", ""Hangers"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Central heating"", ""TV with Roku, standard cable"", ""First aid kit"", ""Portable fans"", ""Fire extinguisher"", ""Dishwasher"", ""Free street parking"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Toaster"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Oven"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Baking sheet"", ""Stove"", ""Private living room"", ""Free driveway parking on premises"", ""Keypad"", ""Shared backyard \u2013 Fully fenced"", ""Blender"", ""Carbon monoxide alarm"", ""Dining table"", ""Private entrance"", ""Cleaning products"", ""Shared patio or balcony""]",$50.00,18,730,18,18,730,730,18.0,730.0,,t,18,18,18,277,2024-05-06,27,3,0,2018-06-09,2024-02-17,4.59,4.63,4.56,4.96,4.89,4.67,4.67,,t,4,0,4,0,0.38
20519885,https://www.airbnb.com/rooms/20519885,20240506232017,2024-05-06,city scrape,All The Comforts Of Home In Albany!,"Our spacious 2048 sq. ft. 5 bedroom. 2 bath, house is the perfect place for serious minded groups. <br /><br />We welcome business travelers and family travelers looking for a quiet, sanitized gorgeous home for extended stays in the city. Our reviews emphasize that we offer the comfortable accommodations to meet all of your needed expectations. <br /><br />We offer a 30% discount for monthly stays!<br /><br />Welcome to Albany","The home is located in a quiet residential neighborhood conveniently located 5 minutes from Interstate90 only ten miles from Albany International Airport and just 10 minutes from the city center, New York State Senate building, The MVP Arena and The Albany Convention Center. We are also only 5.5 miles from the Regeneron facility across the river in Rensselaer. The Perfect Location and amenities to suit your needs<br /><br />Within a three mile radius you will find...<br /><br />•	St Peter's Hospital<br />•	College of St. Rose<br />•	Sage College of Albany<br />•	Us Marine Corps Reserve Trng<br />•	Albany College of Pharmacy<br />•	Albany Medical College<br />•	Albany Medical Center South<br />•	Bleecker Stadium<br />•	VA Medical Center<br />•	Washington Park<br />•	Albany Center Galleries<br />•	New York State Museum<br />•	Albany Institute History and Art<br />•	Alfred E. Smith State Office Building<br />•	Cultural Education Center<br />•	Corning Tower<br />•	Irish American Heritage M",https://a0.muscache.com/pictures/efcc69ea-7277-4b8d-bebc-3b0f2500e1c2.jpg,67171774,https://www.airbnb.com/users/show/67171774,Michael And Flerida,2016-04-14,"Stamford, NY","Michael and I are foodies. We love cooking and sharing what we cook with our family and friends. 
We love dancing and music, but most importantly we love a peaceful home.
In my travels, especially business travel, I appreciated most my accommodations where it was clean, where I can feel as though I am home and the host took careful care to my need for peace and privacy. 
In our properties we love to give people the space to feel their privacy is considered, and enough interaction to make them feel as though they are home. We are Inn owners, therefore hosting is something we enjoy. 
Between Michael and I we have 5 sons. From ages 18 thru 33. All with the spirit of service.",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/30c41259-7716-4a81-9764-b31e8c03738e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30c41259-7716-4a81-9764-b31e8c03738e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,FOURTEENTH WARD,,42.65846,-73.80201,Entire home,Entire home/apt,9,2.0,2 baths,5,6,"[""Heating"", ""Hangers"", ""Bathtub"", ""Bed linens"", ""Air conditioning"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Lockbox"", ""Shampoo"", ""Body soap"", ""Fire extinguisher"", ""First aid kit"", ""Dishwasher"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""High chair"", ""Washer"", ""Smoke alarm"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Kitchen"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Ceiling fan"", ""Dryer"", ""Crib"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Free parking on premises""]",$275.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,25,34,43,318,2024-05-06,96,21,2,2017-11-08,2024-04-24,4.92,4.95,4.91,4.98,4.99,4.88,4.89,,f,1,1,0,0,1.21
20620135,https://www.airbnb.com/rooms/20620135,20240506232017,2024-05-06,city scrape,/Red Warhol Ranch\ 1959 SUNY Eagle Hill 4beds1Bath,"Cute single family home in a convenient location with the lots of restaurants, bars and shops right around the corner. It features a driveway with covered parking, a nice outdoor area and central air. My place is close to University of Albany, shopping malls and plazas, bars, restaurants, the airport, the city center, parks, art and culture. Parties and events are not allowed.","The super convenient area: On the South side of Western we have in order from East to West: V Salon, All Saints Catholic Church, CVS, Dragon City Restaurant, Torino Pizza & Pasta, Mani de Leo Hair Salon, Fiorello Bakery & Deli, Courtney's Salon, DC's Pizza, Maggie's Sports Bar & Cafe, Roman Jewels, Pixie Hair Salon, Barcelona Restaurant-Wine Bar, KeyBank, CityLine Bar and Grill, Escape Smoke Shop, Best Western Hotel, Casa Real Mexican Restaurant, Days Inn, Dunkin Donuts, Across the Street Pub and Restaurant, Starbucks. On the North side of Western we have in order from East to West: Sunoco Gas, University Plaza (Rite Aid, PizzaHut, DiBella's Subs, Boston Market, Wine & Liquor, Uncommon Grounds Coffee & Bagels, Pet Supplies Plus, Subway, Mobile Gas, Mobile Mart), University of Albany, Miami Sun Tanning. Best Western Hotel and a Days Inn are less than a 10 min walk from the house so any additional guests that wouldn't fit in the house or that would prefer their own space can book extra r",https://a0.muscache.com/pictures/3264fdf0-fc65-463b-a539-ddc5585ad1f9.jpg,4259750,https://www.airbnb.com/users/show/4259750,Peter,2012-11-27,"Albany, NY","I was born in Poland but grew up in NY and now i'm back in NY after grad school in Europe.  I love sailing, flying gliders, hiking, hammocks, cycling, photography, travel, minimalism, tennis,  podcasts, and my KJV.  I started traveling airbnb during my time in Europe and now I’m a host in NY! 
Listings:
airbnb.com/h/38eden
airbnb.com/h/53eden
airbnb.com/h/55eden
airbnb.com/h/18home
airbnb.com/h/24miller
airbnb.com/h/24eden
airbnb.com/h/433western",within an hour,100%,89%,t,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cca29440-809e-4dcd-a844-221898102fa5.jpg?aki_policy=profile_x_medium,Pine Hills,9,14,"['email', 'phone']",t,t,Neighborhood highlights,FIFTEENTH WARD,,42.675,-73.82382,Entire home,Entire home/apt,6,1.0,1 bath,2,3,"[""Luggage dropoff allowed"", ""Private backyard \u2013 Fully fenced"", ""Heating"", ""Hangers"", ""Pets allowed"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Dishwasher"", ""Free street parking"", ""Microwave"", ""Dryer \u2013\u00a0In unit"", ""Hot water"", ""Hair dryer"", ""Game console"", ""TV with standard cable"", ""Dedicated workspace"", ""Washer"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Extra pillows and blankets"", ""Kitchen"", ""Oven"", ""Outdoor furniture"", ""Long term stays allowed"", ""Self check-in"", ""Cooking basics"", ""Central air conditioning"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Keypad"", ""Outdoor dining area"", ""Single level home"", ""Crib"", ""Ethernet connection"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Private entrance"", ""Coffee maker"", ""Free parking on premises""]",$209.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,5,35,310,2024-05-06,55,0,0,2017-10-17,2022-12-31,4.93,4.93,4.78,4.91,4.91,4.84,4.75,,f,9,9,0,0,0.69
20633175,https://www.airbnb.com/rooms/20633175,20240506232017,2024-05-06,city scrape,"Garden Apartment, on the Park, close to Capital.","Our recently remodeled one-bedroom apartment boasts a park view, easy parking and is close to downtown Albany. We have an easy walk to groceries, Government Buildings, Albany Law School, College of Pharmacy, VA and Albany Medical Center Hospitals, and Lark Street restaurants and nightlife. The living area features a queen size futon and views of the sunset most evenings, and the bedroom features a luxurious queen-sized memory foam bed and access to our quiet garden where the sun rises.",The neighborhood is generally quiet with primarily owner occupied two and three unit homes in a historic district. Many homes are registered and most are well maintained and cared for.,https://a0.muscache.com/pictures/63864f6a-3bcc-4c13-8fe0-e7ea9f02b01d.jpg,65414985,https://www.airbnb.com/users/show/65414985,James,2016-04-01,"Albany, NY","I am an architect, often traveling with my two school aged children. I enjoy the outdoors, cooking, and exploring new places.",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/d810a2d7-29a5-4409-a0ef-47cb41c419f8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d810a2d7-29a5-4409-a0ef-47cb41c419f8.jpg?aki_policy=profile_x_medium,Capitol Hill,2,2,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,SEVENTH WARD,,42.64939,-73.76865,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,2,"[""Luggage dropoff allowed"", ""Freezer"", ""Hangers"", ""Pets allowed"", ""Bathtub"", ""Bed linens"", ""Books and reading material"", ""Dishes and silverware"", ""Iron"", ""Lockbox"", ""Central heating"", ""Shampoo"", ""Park view"", ""Body soap"", ""Fire extinguisher"", ""First aid kit"", ""Free street parking"", ""Babysitter recommendations"", ""Microwave"", ""Coffee"", ""Hot water"", ""Hair dryer"", ""Toaster"", ""HDTV with Amazon Prime Video, Netflix, DVD player"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""Extra pillows and blankets"", ""Oven"", ""Coffee maker: Keurig coffee machine"", ""Conditioner"", ""Long term stays allowed"", ""Cooking basics"", ""Self check-in"", ""Essentials"", ""Gas stove"", ""Wine glasses"", ""Refrigerator"", ""Laundromat nearby"", ""Shared backyard \u2013 Fully fenced"", ""Hot water kettle"", ""Window AC unit"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Dining table"", ""Private entrance"", ""Cleaning products"", ""Wifi \u2013 49 Mbps""]",$126.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,6,6,22,297,2024-05-06,130,1,0,2018-03-26,2023-05-28,4.91,4.93,4.93,4.98,4.96,4.88,4.88,,f,2,2,0,0,1.75
20671966,https://www.airbnb.com/rooms/20671966,20240506232017,2024-05-06,city scrape,The Metropolitan,"This full apartment is located on the 3rd floor in this beautiful Victorian. All the comforts of home. Nothing shared,has a full bathtub,full kitchen,one bedroom with a queen bed. Living room and an office,located next to Albany Medical Center and close to law schools and universities.",,https://a0.muscache.com/pictures/bd772983-3c83-469b-a702-5f97ac29bb7a.jpg,98744672,https://www.airbnb.com/users/show/98744672,Bela,2016-10-08,"Albany, NY","My name is Bela Schuch, I am manager of The Inn at South Lake  here in Albany , we hope you enjoy your stay with us at the Inn Thank you !",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eccd4f9b-870c-4c2b-ae97-3fb7f5feb710.jpg?aki_policy=profile_x_medium,Pine Hills,8,14,"['email', 'phone', 'work_email']",t,t,,NINTH WARD,,42.65532,-73.78244,Entire home,Entire home/apt,2,1.0,1 bath,1,1,"[""Heating"", ""Hangers"", ""Backyard"", ""Bed linens"", ""Air conditioning"", ""Dishes and silverware"", ""Iron"", ""Wifi"", ""Lockbox"", ""Shampoo"", ""First aid kit"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Hot water"", ""Hair dryer"", ""TV with standard cable"", ""Kitchen"", ""Dedicated workspace"", ""Smoke alarm"", ""Washer"", ""Extra pillows and blankets"", ""Oven"", ""Coffee maker: Keurig coffee machine"", ""Self check-in"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Dryer"", ""Ethernet connection"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Free parking on premises""]",$75.00,2,2,2,2,1125,1125,2.0,1125.0,,t,15,16,21,252,2024-05-06,39,1,0,2017-09-11,2023-06-01,4.9,4.9,4.92,4.92,4.97,4.92,4.85,,f,8,2,6,0,0.48
